temp_C,rh_percent,pressure_hPa,altitude_ba,latitude,longitude,altitude_gps,time_str,abq_rh,temp_C_abq
-3.09,16.4,632.79,4301.2,34.0149994,-106.8377075,4308.6,16:42:55,5,-29.1
-3.12,16.4,632.61,4303.5,34.014904,-106.8376007,4310.9,16:42:56,5,-29.2
-3.16,16.45,632.431,4305.8,34.0148048,-106.8375015,4313.1,16:42:57,5,-29.2
-3.19,16.5,632.252,4308,34.0147095,-106.8373947,4315.4,16:42:58,5,-29.3
-3.22,16.5,632.075,4310.3,34.0146141,-106.8372879,4317.7,16:42:59,5,-29.3
-3.25,16.6,631.899,4312.6,34.0145187,-106.8371811,4320,16:43:00,6,-29.3
-3.25,16.6,631.72,4315.1,34.0144272,-106.8370819,4322.5,16:43:01,6,-29.4
-3.23,16.6,631.545,4317.6,34.0143318,-106.8369827,4325,16:43:02,6,-29.4
-3.24,16.6,631.372,4319.6,34.0142288,-106.8368835,4327,16:43:03,6,-29.5
-3.24,16.65,631.199,4321.6,34.014122,-106.836792,4329,16:43:04,6,-29.5
-3.24,16.7,631.025,4323.6,34.014019,-106.8366928,4331,16:43:05,6,-29.6
-3.27,16.7,630.854,4325.6,34.0139313,-106.8365784,4333,16:43:06,6,-29.6
-3.3,16.7,630.682,4327.6,34.0138397,-106.8364563,4335,16:43:07,6,-29.7
-3.34,16.7,630.512,4329.6,34.0137482,-106.8363571,4337,16:43:08,6,-29.7
-3.37,16.7,630.344,4331.6,34.0136604,-106.8362579,4339,16:43:09,6,-29.8
-3.39,16.7,630.176,4333.6,34.0135689,-106.8361435,4341,16:43:10,6,-29.8
-3.41,16.7,630.011,4335.6,34.0134697,-106.8360291,4343,16:43:11,6,-29.8
-3.41,16.7,629.847,4337.5,34.0133705,-106.835907,4345,16:43:12,5,-29.9
-3.42,16.7,629.679,4339.5,34.0132713,-106.8358002,4347,16:43:13,5,-29.9
-3.42,16.7,629.511,4341.5,34.0131683,-106.8356934,4349,16:43:14,5,-30
-3.44,16.7,629.348,4343.5,34.0130615,-106.8355865,4351,16:43:15,5,-30
-3.46,16.7,629.185,4345.5,34.0129509,-106.8354721,4353,16:43:16,5,-30.1
-3.47,16.7,629.024,4347.5,34.0128517,-106.8353729,4355,16:43:17,5,-30.1
-3.43,16.7,628.859,4349.5,34.0127602,-106.8352737,4357,16:43:18,5,-30.2
-3.46,16.7,628.695,4351.5,34.0126801,-106.8351669,4359,16:43:19,5,-30.2
-3.48,16.7,628.534,4353.5,34.0125885,-106.835083,4361,16:43:20,5,-30.3
-3.46,16.7,628.376,4355.5,34.0124893,-106.8349686,4363,16:43:21,5,-30.3
-3.42,16.7,628.218,4357.5,34.0123901,-106.8348694,4365,16:43:22,5,-30.4
-3.45,16.7,628.059,4359.5,34.0122986,-106.8347626,4367,16:43:23,5,-30.4
-3.48,16.6,627.899,4361.5,34.0121994,-106.834671,4369,16:43:24,5,-30.5
-3.5,16.6,627.738,4362.5,34.0121002,-106.8345718,4370,16:43:25,5,-30.5
-3.51,16.55,627.575,4364.5,34.0119934,-106.8344727,4372,16:43:26,5,-30.6
-3.52,16.5,627.413,4366.5,34.0118904,-106.8343735,4374,16:43:27,5,-30.6
-3.51,16.43,627.25,4368.8,34.011795,-106.8342667,4376.3,16:43:28,5,-30.7
-3.5,16.37,627.091,4371.1,34.0117035,-106.8341599,4378.7,16:43:29,5,-30.7
-3.49,16.3,626.931,4373.5,34.0116081,-106.834053,4381,16:43:30,5,-30.8
-3.49,16.17,626.767,4375.5,34.0115051,-106.8339462,4383,16:43:31,4,-30.8
-3.48,16.05,626.602,4377.5,34.0114059,-106.8338318,4385,16:43:32,4,-30.9
-3.47,15.93,626.435,4379.4,34.0113029,-106.833725,4387,16:43:33,4,-30.9
-3.46,15.8,626.271,4381.4,34.0112,-106.8336182,4389,16:43:34,4,-31
-3.37,15.7,626.108,4383.4,34.0111008,-106.8335114,4391,16:43:35,4,-31
-3.31,15.6,625.949,4385.4,34.0110092,-106.8333969,4393,16:43:36,4,-31.1
-3.35,15.45,625.793,4387.4,34.0109215,-106.8332825,4395,16:43:37,4,-31.1
-3.39,15.3,625.636,4389.4,34.0108299,-106.833168,4397,16:43:38,4,-31.2
-3.41,15.2,625.478,4392.4,34.0107307,-106.8330612,4400,16:43:39,4,-31.2
-3.41,15.1,625.319,4394.4,34.0106392,-106.8329468,4402,16:43:40,4,-31.3
-3.41,15,625.161,4396.4,34.01054,-106.83284,4404,16:43:41,4,-31.3
-3.39,14.8,625.003,4397.4,34.0104408,-106.8327332,4405,16:43:42,4,-31.4
-3.38,14.7,624.845,4399.4,34.0103416,-106.8326111,4407,16:43:43,4,-31.4
-3.37,14.6,624.687,4401.4,34.0102386,-106.8324966,4409,16:43:44,4,-31.4
-3.31,14.5,624.528,4404.4,34.0101509,-106.8323898,4412,16:43:45,4,-31.5
-3.32,14.4,624.371,4406.4,34.0100708,-106.832283,4414,16:43:46,4,-31.5
-3.34,14.3,624.214,4408.4,34.0099907,-106.8321609,4416,16:43:47,4,-31.5
-3.35,14.2,624.053,4410.4,34.0099106,-106.8320389,4418,16:43:48,4,-31.5
-3.36,14,623.895,4412.4,34.009819,-106.8319168,4420,16:43:49,4,-31.6
-3.32,14,623.737,4414.4,34.0097198,-106.8318176,4422,16:43:50,4,-31.6
-3.1,13.9,623.58,4416.4,34.0096283,-106.8317108,4424,16:43:51,4,-31.6
-2.87,13.8,623.426,4417.4,34.0095291,-106.8315964,4425,16:43:52,4,-31.6
-3.06,13.7,623.269,4419.3,34.0094299,-106.8314972,4427,16:43:53,4,-31.6
-3.2,13.6,623.112,4421.3,34.0093384,-106.8313828,4429,16:43:54,4,-31.6
-3.31,13.5,622.954,4423.3,34.0092583,-106.8312607,4431,16:43:55,4,-31.7
-3.36,13.4,622.798,4425.3,34.0091782,-106.8311386,4433,16:43:56,4,-31.7
-3.38,13.3,622.641,4427.3,34.0090904,-106.8310165,4435,16:43:57,4,-31.7
-3.39,13.2,622.486,4429.3,34.0090103,-106.8309021,4437,16:43:58,4,-31.7
-3.4,13.1,622.331,4431.3,34.0089188,-106.8307877,4439,16:43:59,4,-31.7
-3.31,13,622.174,4434.3,34.008831,-106.8306732,4442,16:44:00,3,-31.7
-3.27,12.9,622.019,4436.3,34.0087433,-106.8305588,4444,16:44:01,3,-31.7
-3.33,12.85,621.865,4438.3,34.0086555,-106.8304367,4446,16:44:02,3,-31.8
-3.39,12.8,621.708,4440.3,34.0085678,-106.8303223,4448,16:44:03,3,-31.8
-3.41,12.75,621.552,4442.3,34.0084801,-106.8302002,4450,16:44:04,3,-31.8
-3.44,12.7,621.398,4444.3,34.0083923,-106.8300858,4452,16:44:05,3,-31.8
-3.46,12.65,621.248,4446.3,34.0083046,-106.8299637,4454,16:44:06,3,-31.8
-3.49,12.6,621.095,4448.3,34.0082169,-106.8298492,4456,16:44:07,3,-31.8
-3.5,12.55,620.94,4450.3,34.0081291,-106.8297272,4458,16:44:08,3,-31.8
-3.51,12.5,620.782,4452.3,34.0080414,-106.8296127,4460,16:44:09,3,-31.8
-3.5,12.45,620.625,4454.3,34.0079498,-106.8294983,4462,16:44:10,3,-31.8
-3.49,12.4,620.468,4456.3,34.0078583,-106.8293762,4464,16:44:11,2,-31.9
-3.5,12.3,620.31,4458.3,34.0077705,-106.829277,4466,16:44:12,2,-31.9
-3.5,12.3,620.15,4460.3,34.007679,-106.8291473,4468,16:44:13,2,-31.9
-3.5,12.3,619.994,4463.2,34.0075989,-106.8290405,4471,16:44:14,2,-31.9
-3.52,12.2,619.838,4465.2,34.0075111,-106.8289032,4473,16:44:15,2,-32
-3.53,12.1,619.679,4467.2,34.007431,-106.8287735,4475,16:44:16,2,-32
-3.49,12.1,619.519,4469.2,34.0073395,-106.8286514,4477,16:44:17,2,-32.1
-3.5,12.1,619.365,4471.2,34.0072517,-106.828537,4479,16:44:18,2,-32.1
-3.53,12.1,619.212,4473.2,34.0071602,-106.8284378,4481,16:44:19,2,-32.1
-3.52,12,619.059,4476.2,34.007061,-106.8283234,4484,16:44:20,2,-32.2
-3.52,12,618.907,4478.2,34.0069809,-106.8282013,4486,16:44:21,2,-32.2
-3.54,12,618.757,4480.2,34.0069008,-106.8280716,4488,16:44:22,2,-32.2
-3.54,12,618.61,4482.2,34.0068207,-106.8279266,4490,16:44:23,2,-32.3
-3.55,12,618.463,4484.2,34.0067406,-106.8277969,4492,16:44:24,2,-32.3
-3.56,11.9,618.312,4486.2,34.006649,-106.8276825,4494,16:44:25,2,-32.4
-3.57,11.9,618.164,4488.2,34.0065689,-106.8275604,4496,16:44:26,2,-32.4
-3.58,11.9,618.016,4490.2,34.0064812,-106.8274384,4498,16:44:27,2,-32.4
-3.59,11.9,617.868,4491.2,34.0064011,-106.8273163,4499,16:44:28,2,-32.5
-3.6,11.9,617.716,4493.2,34.006321,-106.8272095,4501,16:44:29,2,-32.5
-3.62,11.9,617.563,4495.2,34.0062294,-106.8271027,4503,16:44:30,2,-32.6
-3.6,12,617.411,4497.2,34.0061417,-106.8269806,4505,16:44:31,3,-32.6
-3.57,12,617.258,4499.2,34.0060616,-106.8268585,4507,16:44:32,3,-32.7
-3.6,12.1,617.105,4501.1,34.0059814,-106.8267288,4509,16:44:33,3,-32.7
-3.65,12.2,616.948,4503.4,34.0058937,-106.8266144,4511.3,16:44:34,3,-32.8
-3.65,12.3,616.792,4505.6,34.005806,-106.8264923,4513.5,16:44:35,3,-32.8
-3.66,12.4,616.638,4507.9,34.0057182,-106.8263779,4515.8,16:44:36,3,-32.9
-3.69,12.5,616.481,4510.1,34.0056305,-106.8262634,4518,16:44:37,3,-32.9
-3.7,12.5,616.326,4512.1,34.0055466,-106.8261414,4520,16:44:38,3,-32.9
-3.71,12.6,616.167,4514.1,34.0054665,-106.8260193,4522,16:44:39,3,-33
-3.73,12.7,616.008,4516.1,34.0053825,-106.8259048,4524,16:44:40,3,-33
-3.74,12.75,615.85,4518.1,34.0053024,-106.8257828,4526,16:44:41,3,-33.1
-3.76,12.8,615.695,4520.1,34.0052185,-106.8256607,4528,16:44:42,3,-33.1
-3.74,12.9,615.539,4521.9,34.0051308,-106.8255463,4529.8,16:44:43,3,-33.2
-3.73,12.95,615.382,4523.7,34.005043,-106.8254242,4531.6,16:44:44,3,-33.2
-3.72,13,615.226,4525.5,34.0049553,-106.8253098,4533.4,16:44:45,3,-33.3
-3.72,13.05,615.068,4527.3,34.0048676,-106.8251877,4535.2,16:44:46,3,-33.3
-3.72,13.1,614.911,4529.1,34.0047798,-106.8250732,4537,16:44:47,3,-33.4
-3.77,13.2,614.754,4531.1,34.0046883,-106.8249435,4539,16:44:48,3,-33.4
-3.83,13.2,614.597,4533.1,34.0046082,-106.8248367,4541,16:44:49,3,-33.5
-3.88,13.3,614.44,4536.1,34.0045319,-106.8247299,4544,16:44:50,3,-33.5
-3.88,13.4,614.282,4538.1,34.0044594,-106.8246078,4546,16:44:51,3,-33.6
-3.9,13.4,614.122,4540.1,34.0043793,-106.8244781,4548,16:44:52,3,-33.6
-3.91,13.5,613.96,4542,34.0042992,-106.8243637,4550,16:44:53,3,-33.7
-3.91,13.6,613.798,4544,34.0042114,-106.8242416,4552,16:44:54,3,-33.7
-3.95,13.6,613.638,4546,34.0041313,-106.8241272,4554,16:44:55,3,-33.8
-3.99,13.7,613.477,4549,34.0040512,-106.8240128,4557,16:44:56,3,-33.8
-3.99,13.8,613.317,4551,34.0039711,-106.8238907,4559,16:44:57,3,-33.8
-4,13.9,613.156,4553,34.003891,-106.8237686,4561,16:44:58,3,-33.9
-4,13.9,612.994,4555,34.0038109,-106.8236465,4563,16:44:59,3,-33.9
-4.02,14,612.838,4557,34.0037308,-106.8235474,4565,16:45:00,3,-34
-4.04,14.1,612.681,4559,34.0036507,-106.8234406,4567,16:45:01,3,-34
-4.06,14.1,612.526,4561,34.0035782,-106.8233109,4569,16:45:02,3,-34.1
-4.09,14.2,612.372,4563,34.0035019,-106.8231812,4571,16:45:03,4,-34.1
-4.1,14.2,612.217,4565,34.0034218,-106.8230591,4573,16:45:04,4,-34.2
-4.08,14.3,612.064,4567,34.0033417,-106.822937,4575,16:45:05,4,-34.2
-4.13,14.4,611.912,4569,34.0032616,-106.8228378,4577,16:45:06,4,-34.2
-4.15,14.4,611.763,4571,34.0031891,-106.822731,4579,16:45:07,4,-34.3
-4.15,14.45,611.615,4573,34.0031052,-106.8226013,4581,16:45:08,4,-34.3
-4.14,14.5,611.469,4575,34.0030212,-106.8224792,4583,16:45:09,4,-34.3
-4.14,14.55,611.323,4577,34.0029373,-106.8223495,4585,16:45:10,4,-34.4
-4.14,14.6,611.174,4579,34.0028496,-106.8222198,4587,16:45:11,4,-34.4
-4.16,14.6,611.025,4580.8,34.0027695,-106.8220978,4588.9,16:45:12,4,-34.4
-4.17,14.6,610.878,4582.7,34.0026932,-106.8219757,4590.8,16:45:13,4,-34.5
-4.17,14.6,610.731,4584.6,34.0026131,-106.8218536,4592.6,16:45:14,4,-34.5
-4.19,14.65,610.586,4586.4,34.002533,-106.8217316,4594.5,16:45:15,4,-34.5
-4.21,14.7,610.437,4588.3,34.0024567,-106.8216095,4596.4,16:45:16,4,-34.6
-4.2,14.75,610.286,4590.2,34.0023766,-106.8214874,4598.3,16:45:17,4,-34.6
-4.18,14.8,610.136,4592,34.0023003,-106.8213654,4600.1,16:45:18,4,-34.6
-4.22,14.9,609.983,4593.9,34.0022202,-106.8212433,4602,16:45:19,4,-34.7
-4.23,14.9,609.827,4595.9,34.00214,-106.8211136,4604,16:45:20,4,-34.7
-4.22,14.9,609.672,4597.9,34.0020599,-106.8209915,4606,16:45:21,4,-34.8
-4.16,14.9,609.518,4599.9,34.0019798,-106.8208771,4608,16:45:22,4,-34.8
-3.99,14.9,609.363,4601.4,34.001915,-106.8207626,4609.5,16:45:23,4,-34.8
-4.08,14.9,609.206,4602.9,34.0018501,-106.8206482,4611,16:45:24,4,-34.9
-4.19,14.9,609.051,4605.9,34.0017815,-106.8205338,4614,16:45:25,4,-34.9
-4.23,15,608.896,4607.9,34.0017014,-106.8203964,4616,16:45:26,4,-34.9
-4.29,15,608.737,4609.9,34.0016098,-106.820282,4618,16:45:27,4,-35
-4.32,15,608.579,4611.9,34.0015182,-106.8201599,4620,16:45:28,4,-35
-4.32,15,608.418,4613.9,34.0014496,-106.8200378,4622,16:45:29,4,-35
-4.2,15.1,608.258,4614.9,34.0013809,-106.8199234,4623,16:45:30,4,-35.1
-3.94,15.1,608.101,4616.9,34.0013199,-106.8198013,4625,16:45:31,4,-35.1
-3.81,15,607.943,4618.9,34.0012512,-106.8196793,4627,16:45:32,4,-35.2
-4.05,15.1,607.786,4621.9,34.0011787,-106.8195496,4630,16:45:33,4,-35.2
-4.26,15.1,607.626,4623.8,34.0010986,-106.8194275,4632,16:45:34,5,-35.2
-4.36,15.1,607.467,4625.8,34.0010185,-106.8192978,4634,16:45:35,5,-35.3
-4.42,15.1,607.309,4627.8,34.0009384,-106.8191833,4636,16:45:36,5,-35.3
-4.45,15.1,607.151,4628.8,34.0008583,-106.8190689,4637,16:45:37,5,-35.4
-4.49,15.1,606.999,4630.8,34.0007896,-106.8189468,4639,16:45:38,5,-35.4
-4.49,15.1,606.846,4632.8,34.0007095,-106.8188324,4641,16:45:39,5,-35.4
-4.43,15.1,606.691,4634.8,34.0006409,-106.8187103,4643,16:45:40,5,-35.5
-4.15,15.1,606.54,4636.8,34.0005798,-106.8185883,4645,16:45:41,5,-35.5
-4.06,15.1,606.391,4638.8,34.0005112,-106.8184662,4647,16:45:42,5,-35.6
-3.97,15,606.24,4640.8,34.0004425,-106.8183517,4649,16:45:43,5,-35.6
-4.13,14.95,606.089,4642.8,34.00037,-106.8182297,4651,16:45:44,5,-35.6
-4.29,14.9,605.943,4644.8,34.0003014,-106.8181152,4653,16:45:45,5,-35.7
-4.42,14.9,605.797,4646.8,34.0002289,-106.8179932,4655,16:45:46,5,-35.7
-4.54,14.9,605.649,4648.8,34.0001602,-106.8178787,4657,16:45:47,5,-35.8
-4.58,14.9,605.499,4650.8,34.0000916,-106.8177643,4659,16:45:48,5,-35.8
-4.61,14.9,605.348,4652.8,34.0000229,-106.8176422,4661,16:45:49,5,-35.8
-4.65,14.9,605.201,4654.8,33.9999504,-106.8175278,4663,16:45:50,5,-35.9
-4.68,14.9,605.055,4656.8,33.9998817,-106.8174133,4665,16:45:51,5,-35.9
-4.7,14.87,604.906,4658.8,33.9998169,-106.8172913,4667,16:45:52,6,-35.9
-4.71,14.83,604.754,4660.8,33.9997559,-106.8171616,4669,16:45:53,6,-36
-4.72,14.8,604.604,4662.7,33.999691,-106.8170395,4671,16:45:54,6,-36
-4.66,14.8,604.452,4664.7,33.9996185,-106.8169327,4673,16:45:55,6,-36.1
-4.68,14.8,604.298,4666.7,33.9995384,-106.816803,4675,16:45:56,6,-36.1
-4.69,14.8,604.143,4668.7,33.9994583,-106.8166885,4677,16:45:57,6,-36.1
-4.67,14.8,603.987,4670.7,33.9993896,-106.8165665,4679,16:45:58,6,-36.2
-4.61,14.8,603.832,4672.7,33.999321,-106.816452,4681,16:45:59,6,-36.2
-4.64,14.7,603.677,4674.7,33.9992599,-106.81633,4683,16:46:00,6,-36.3
-4.65,14.7,603.52,4677.7,33.9991989,-106.8162003,4686,16:46:01,6,-36.3
-4.65,14.6,603.364,4679.7,33.9991417,-106.8160934,4688,16:46:02,6,-36.3
-4.55,14.6,603.209,4681.7,33.9990616,-106.8159714,4690,16:46:03,6,-36.4
-4.62,14.6,603.054,4683.7,33.9989815,-106.8158493,4692,16:46:04,6,-36.4
-4.68,14.6,602.898,4685.7,33.9989014,-106.8157272,4694,16:46:05,7,-36.4
-4.68,14.6,602.742,4687.7,33.9988289,-106.8156128,4696,16:46:06,7,-36.5
-4.67,14.5,602.587,4689.7,33.9987602,-106.8154984,4698,16:46:07,7,-36.5
-4.69,14.4,602.434,4691.7,33.9987106,-106.8153763,4700,16:46:08,7,-36.6
-4.69,14.4,602.281,4693.7,33.9986496,-106.8152695,4702,16:46:09,7,-36.6
-4.68,14.3,602.126,4695.7,33.9985809,-106.8151627,4704,16:46:10,7,-36.6
-4.71,14.2,601.969,4697.7,33.9985008,-106.8150406,4706,16:46:11,7,-36.7
-4.73,14.1,601.814,4699.7,33.9984207,-106.8149338,4708,16:46:12,7,-36.7
-4.73,14,601.659,4701.7,33.9983406,-106.8148117,4710,16:46:13,7,-36.7
-4.75,13.9,601.506,4703.6,33.9982681,-106.8146973,4712,16:46:14,7,-36.8
-4.78,13.9,601.353,4705.6,33.9981995,-106.8145828,4714,16:46:15,7,-36.8
-4.79,13.7,601.2,4707.6,33.9981194,-106.8144608,4716,16:46:16,7,-36.9
-4.8,13.6,601.047,4709.6,33.9980507,-106.8143387,4718,16:46:17,8,-36.9
-4.73,13.5,600.896,4711.6,33.9979897,-106.8142166,4720,16:46:18,8,-37
-4.59,13.4,600.743,4712.6,33.997921,-106.8140869,4721,16:46:19,8,-37
-4.66,13.32,600.591,4714.9,33.9978447,-106.8139725,4723.3,16:46:20,8,-37
-4.73,13.25,600.441,4717.1,33.9977722,-106.813858,4725.5,16:46:21,8,-37.1
-4.79,13.18,600.293,4719.4,33.9976959,-106.8137436,4727.8,16:46:22,8,-37.1
-4.86,13.1,600.146,4721.6,33.9976196,-106.8136292,4730,16:46:23,8,-37.2
-4.85,13,599.998,4723.3,33.997551,-106.8135223,4731.8,16:46:24,8,-37.2
-4.85,12.9,599.85,4725.1,33.9974823,-106.8134079,4733.5,16:46:25,9,-37.2
-4.84,12.8,599.702,4726.8,33.9974098,-106.8132935,4735.3,16:46:26,9,-37.3
-4.84,12.7,599.554,4728.6,33.9973412,-106.8131866,4737,16:46:27,9,-37.3
-4.63,12.65,599.406,4730.1,33.9972763,-106.8130722,4738.5,16:46:28,9,-37.4
-4.43,12.6,599.262,4731.6,33.9972115,-106.8129578,4740,16:46:29,9,-37.4
-4.43,12.5,599.117,4733.6,33.9971504,-106.8128433,4742,16:46:30,9,-37.5
-4.71,12.4,598.971,4735.6,33.9970703,-106.8127136,4744,16:46:31,9,-37.6
-4.91,12.4,598.824,4737.6,33.9969902,-106.8125916,4746,16:46:32,9,-37.6
-5.01,12.3,598.679,4739.6,33.9969101,-106.8124771,4748,16:46:33,9,-37.7
-5.05,12.2,598.535,4740.6,33.99683,-106.8123703,4749,16:46:34,10,-37.7
-5.08,12.1,598.39,4742.5,33.9967613,-106.8122711,4751,16:46:35,10,-37.8
-5.1,12.1,598.242,4744.5,33.9966888,-106.8121567,4753,16:46:36,10,-37.8
-5.11,12,598.097,4746.5,33.9966087,-106.8120499,4755,16:46:37,10,-37.9
-5.07,12,597.953,4748.5,33.9965401,-106.8119278,4757,16:46:38,10,-37.9
-5.13,12,597.809,4750.5,33.996479,-106.8118134,4759,16:46:39,10,-38
-5.18,11.9,597.662,4751.5,33.9964104,-106.8116913,4760,16:46:40,10,-38
-5.21,11.9,597.515,4754.5,33.9963493,-106.8115768,4763,16:46:41,10,-38.1
-5.21,11.8,597.37,4756.5,33.9962807,-106.81147,4765,16:46:42,10,-38.1
-5.2,11.8,597.225,4758.5,33.9962006,-106.8113632,4767,16:46:43,10,-38.2
-5.21,11.8,597.078,4760.5,33.9961205,-106.8112488,4769,16:46:44,10,-38.3
-5.16,11.8,596.928,4762.5,33.9960403,-106.811142,4771,16:46:45,10,-38.3
-5.21,11.7,596.778,4764.5,33.9959602,-106.8110428,4773,16:46:46,11,-38.4
-5.25,11.7,596.631,4767.5,33.9958916,-106.8109207,4776,16:46:47,11,-38.4
-5.28,11.7,596.482,4769.5,33.9958191,-106.8107986,4778,16:46:48,11,-38.5
-5.31,11.7,596.329,4771.5,33.9957619,-106.8106766,4780,16:46:49,11,-38.5
-5.3,11.7,596.178,4773.5,33.9956818,-106.8105621,4782,16:46:50,11,-38.6
-5.28,11.7,596.027,4775.5,33.9956017,-106.8104477,4784,16:46:51,11,-38.6
-5.18,11.7,595.878,4777.5,33.9955101,-106.8103485,4786,16:46:52,11,-38.7
-5.23,11.65,595.727,4779.5,33.9954414,-106.8102341,4788,16:46:53,11,-38.8
-5.29,11.6,595.577,4781.4,33.995369,-106.8101196,4790,16:46:54,11,-38.8
-5.34,11.6,595.428,4783.4,33.9953003,-106.8100052,4792,16:46:55,11,-38.9
-5.4,11.6,595.279,4785.4,33.9952316,-106.8098907,4794,16:46:56,11,-38.9
-5.41,11.6,595.131,4787.2,33.9951553,-106.8097839,4795.8,16:46:57,12,-39
-5.43,11.6,594.981,4788.9,33.9950752,-106.8096695,4797.5,16:46:58,12,-39
-5.45,11.6,594.833,4790.7,33.9949951,-106.8095551,4799.3,16:46:59,12,-39.1
-5.47,11.6,594.687,4792.4,33.9949188,-106.8094482,4801,16:47:00,12,-39.1
-5.48,11.57,594.54,4794.4,33.9948425,-106.8093338,4803,16:47:01,12,-39.2
-5.49,11.53,594.391,4796.4,33.9947662,-106.809227,4805,16:47:02,12,-39.3
-5.51,11.5,594.242,4798.4,33.9946899,-106.8091125,4807,16:47:03,12,-39.3
-5.51,11.5,594.095,4800.4,33.9946213,-106.8089981,4809,16:47:04,12,-39.4
-5.52,11.5,593.95,4802.4,33.9945488,-106.8088837,4811,16:47:05,12,-39.4
-5.54,11.5,593.805,4804.4,33.9944763,-106.8087616,4813,16:47:06,12,-39.5
-5.56,11.5,593.658,4806.4,33.9944,-106.8086395,4815,16:47:07,12,-39.5
-5.6,11.5,593.511,4808.4,33.9943314,-106.8085403,4817,16:47:08,12,-39.6
-5.63,11.5,593.364,4809.9,33.9942513,-106.8084335,4818.5,16:47:09,13,-39.7
-5.67,11.5,593.217,4811.4,33.9941711,-106.8083267,4820,16:47:10,13,-39.7
-5.7,11.5,593.068,4813.4,33.994091,-106.8082199,4822,16:47:11,13,-39.8
-5.7,11.45,592.92,4815.4,33.9940109,-106.8081131,4824,16:47:12,13,-39.8
-5.7,11.4,592.772,4817.4,33.9939308,-106.8080063,4826,16:47:13,13,-39.9
-5.74,11.4,592.628,4819.4,33.9938583,-106.8078995,4828,16:47:14,13,-39.9
-5.78,11.4,592.484,4821.3,33.9937897,-106.8077927,4830,16:47:15,13,-40
-5.81,11.4,592.337,4823.3,33.993721,-106.8076782,4832,16:47:16,13,-40.1
-5.81,11.4,592.19,4825.3,33.9936409,-106.8075638,4834,16:47:17,13,-40.1
-5.78,11.4,592.044,4828.3,33.9935684,-106.8074417,4837,16:47:18,13,-40.2
-5.85,11.3,591.9,4829.3,33.9934998,-106.8073425,4838,16:47:19,13,-40.2
-5.86,11.3,591.758,4831.3,33.9934196,-106.8072433,4840,16:47:20,13,-40.3
-5.88,11.3,591.613,4833.3,33.9933281,-106.8071365,4842,16:47:21,14,-40.3
-5.83,11.2,591.471,4835.3,33.9932518,-106.8070374,4844,16:47:22,14,-40.4
-5.88,11.2,591.329,4837.3,33.9931793,-106.8069229,4846,16:47:23,14,-40.4
-5.97,11.2,591.187,4839.3,33.9930992,-106.8067932,4848,16:47:24,14,-40.5
-5.96,11.2,591.043,4841.3,33.9930305,-106.806694,4850,16:47:25,14,-40.6
-5.94,11.2,590.897,4843.3,33.9929581,-106.8066025,4852,16:47:26,14,-40.6
-5.93,11.2,590.752,4845.3,33.9928894,-106.8065033,4854,16:47:27,14,-40.7
-5.83,11.2,590.609,4847.3,33.9927979,-106.8063812,4856,16:47:28,14,-40.7
-5.74,11.2,590.466,4849.3,33.9927101,-106.8062592,4858,16:47:29,14,-40.8
-5.78,11.19,590.322,4851.1,33.9926376,-106.8061523,4859.9,16:47:30,14,-40.8
-5.81,11.17,590.176,4853,33.9925613,-106.8060455,4861.7,16:47:31,15,-40.9
-5.85,11.16,590.032,4854.8,33.9924889,-106.8059387,4863.6,16:47:32,15,-40.9
-5.88,11.14,589.89,4856.7,33.9924126,-106.8058319,4865.4,16:47:33,15,-41
-5.92,11.13,589.745,4858.5,33.9923401,-106.8057251,4867.3,16:47:34,15,-41.1
-5.95,11.11,589.6,4860.4,33.9922638,-106.8056183,4869.1,16:47:35,15,-41.1
-5.99,11.1,589.459,4862.2,33.9921913,-106.8055115,4871,16:47:36,15,-41.2
-5.91,11.1,589.318,4864.7,33.9921036,-106.805397,4873.5,16:47:37,15,-41.2
-5.82,11.1,589.178,4867.2,33.9920197,-106.8052826,4876,16:47:38,15,-41.3
-5.88,11.1,589.039,4869.2,33.9919281,-106.8051834,4878,16:47:39,15,-41.4
-5.96,11.1,588.898,4871.2,33.9918594,-106.805069,4880,16:47:40,15,-41.4
-6.04,11.1,588.758,4872.2,33.9917908,-106.8049698,4881,16:47:41,15,-41.5
-6.08,11,588.62,4874.2,33.9917183,-106.8048706,4883,16:47:42,16,-41.5
-6.11,11,588.48,4876.2,33.9916496,-106.8047714,4885,16:47:43,16,-41.6
-6.15,11,588.34,4878.2,33.991581,-106.804657,4887,16:47:44,16,-41.6
-6.19,11,588.202,4880.2,33.9915009,-106.8045425,4889,16:47:45,16,-41.7
-6.2,11,588.068,4882.2,33.9914207,-106.8044281,4891,16:47:46,16,-41.8
-6.22,11,587.928,4884.2,33.9913483,-106.8043137,4893,16:47:47,16,-41.8
-6.14,11,587.789,4886.2,33.9912682,-106.8042068,4895,16:47:48,16,-41.9
-6.17,11,587.649,4888.2,33.9911919,-106.8041,4897,16:47:49,16,-41.9
-6.21,11,587.507,4890.2,33.9911118,-106.8040085,4899,16:47:50,16,-42
-6.25,11,587.367,4892.2,33.9910393,-106.8039169,4901,16:47:51,16,-42.1
-6.25,11,587.23,4893.2,33.9909592,-106.8038177,4902,16:47:52,16,-42.1
-6.28,11,587.089,4895.2,33.9908905,-106.8037186,4904,16:47:53,17,-42.2
